timestamp,門診大樓_AH_3_2冰水流量,門診大樓_AH_3_2溫度1,門診大樓_AH_3_2溫度2,門診大樓_AH_3_2冷凍頓,門診大樓_AH_3_2冰水效率,門診大樓_AH_3_2電壓平均,門診大樓_AH_3_2電流平均,門診大樓_AH_3_2輸出功率,門診大樓_AH_3_2輸出功率千瓦時,門診大樓_AH_3_2_1 EC_FAN直流電壓,門診大樓_AH_3_2_1 EC_FAN直流電流,門診大樓_AH_3_2_1 EC_FAN有效功率,門診大樓_AH_3_2_1 EC_FAN輸出功率千瓦時,門診大樓_AH_3_2_2 EC_FAN直流電壓,門診大樓_AH_3_2_2 EC_FAN直流電流,門診大樓_AH_3_2_2 EC_FAN有效功率,門診大樓_AH_3_2_2 EC_FAN輸出功率千瓦時,門診大樓_AH_3_2_3 EC_FAN直流電壓,門診大樓_AH_3_2_3 EC_FAN直流電流,門診大樓_AH_3_2_3 EC_FAN有效功率,門診大樓_AH_3_2_3 EC_FAN輸出功率千瓦時
2026-09-05T00:00:00.000+08:00,425.2442932128906,9.102558135986328,11.66015625,21.655681610107422,0.1691472977399826,390.70001220703125,6.269000053405762,3.6710000038146973,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:01:00.000+08:00,426.03955078125,9.170917510986328,10.208251953125,21.774927139282227,0.1684046983718872,389.8999938964844,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:02:00.000+08:00,427.6180725097656,9.234817504882812,9.6806640625,21.699861526489258,0.16917158663272858,389.79998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:03:00.000+08:00,184.5289306640625,9.365058898925781,9.78515625,3.7979726791381836,0.0,390.0,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:04:00.000+08:00,0.0,9.400665283203125,9.9931640625,0.0,nan,390.5,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:05:00.000+08:00,0.0,9.439613342285156,10.0625,0.0,nan,390.20001220703125,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:06:00.000+08:00,0.0,9.456375122070312,10.1806640625,0.0,nan,390.3999938964844,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:07:00.000+08:00,0.0,9.454837799072266,10.194580078125,0.0,nan,390.29998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:08:00.000+08:00,0.0,9.52164077758789,10.284912109375,0.0,nan,390.5,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:09:00.000+08:00,0.0,9.541694641113281,10.2919921875,0.0,nan,390.29998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:10:00.000+08:00,0.0,9.527217864990234,10.3544921875,0.0,nan,390.0,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:11:00.000+08:00,0.0,9.60849380493164,10.3125,0.0,nan,390.29998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:12:00.000+08:00,0.0,9.591766357421875,10.4306640625,0.0,nan,390.5,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:13:00.000+08:00,0.0,9.563827514648438,10.4169921875,0.0,nan,390.3999938964844,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:14:00.000+08:00,0.0,9.56375503540039,10.444580078125,0.0,nan,390.6000061035156,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:15:00.000+08:00,0.0,9.589778900146484,10.4375,0.0,nan,390.79998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:16:00.000+08:00,0.0,9.611125946044922,10.451416015625,0.0,nan,390.5,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:17:00.000+08:00,0.0,9.586170196533203,10.5419921875,0.0,nan,390.6000061035156,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:18:00.000+08:00,0.0,9.659164428710938,10.534912109375,0.0,nan,390.6000061035156,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:19:00.000+08:00,0.0,9.662471771240234,10.548583984375,0.0,nan,390.6000061035156,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:20:00.000+08:00,0.0,9.631233215332031,10.5,0.0,nan,390.5,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:21:00.000+08:00,0.0,9.638481140136719,10.576416015625,0.0,nan,390.79998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-05T00:22:00.000+08:00,0.0,9.65032958984375,10.611083984375,0.0,nan,390.29998779296875,0.0,0.0,1763.199951171875,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
