timestamp,門診大樓_AH_1_3冰水流量,門診大樓_AH_1_3溫度1,門診大樓_AH_1_3溫度2,門診大樓_AH_1_3冷凍頓,門診大樓_AH_1_3冰水效率,門診大樓_AH_1_3電壓平均,門診大樓_AH_1_3電流平均,門診大樓_AH_1_3輸出功率,門診大樓_AH_1_3輸出功率千瓦時,門診大樓_AH_1_3 EC_FAN直流電壓,門診大樓_AH_1_3 EC_FAN直流電流,門診大樓_AH_1_3 EC_FAN有效功率,門診大樓_AH_1_3 EC_FAN輸出功率千瓦時
2026-09-13T00:00:00.000+08:00,6.803399085998535,20.83131217956543,20.847900390625,2.814134059008211E-4,0.0,389.1999969482422,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:01:00.000+08:00,6.510429859161377,20.756858825683594,20.986328125,0.0,nan,389.8999938964844,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:02:00.000+08:00,7.259129047393799,20.7827091217041,20.9453125,0.007243149448186159,0.0,389.6000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:03:00.000+08:00,7.226576805114746,20.9137020111084,20.958984375,0.0,nan,389.5,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:04:00.000+08:00,6.998712062835693,20.76951026916504,20.931640625,0.0,nan,389.5,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:05:00.000+08:00,7.552098274230957,20.778095245361328,20.94482421875,0.0,nan,389.3999938964844,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:06:00.000+08:00,7.128920555114746,20.7966365814209,20.90283203125,0.0,nan,389.70001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:07:00.000+08:00,6.510429859161377,20.781965255737305,20.9453125,0.0,nan,389.8999938964844,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:08:00.000+08:00,7.942724227905273,20.797935485839844,20.97265625,0.0,nan,389.79998779296875,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:09:00.000+08:00,7.226576805114746,20.787954330444336,20.958984375,0.0,nan,389.70001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:10:00.000+08:00,7.48699426651001,20.928924560546875,20.97265625,0.0,nan,389.6000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:11:00.000+08:00,7.063816070556641,20.929475784301758,20.986328125,0.0,nan,389.79998779296875,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:12:00.000+08:00,7.7148590087890625,20.939453125,20.90283203125,0.0,nan,389.6000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:13:00.000+08:00,7.356785774230957,20.94137954711914,20.931640625,0.0,nan,389.6000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:14:00.000+08:00,8.300797462463379,20.942773818969727,20.88916015625,0.0,nan,389.70001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:15:00.000+08:00,7.552098274230957,20.948020935058594,20.94482421875,0.010446660220623016,0.0,389.70001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:16:00.000+08:00,7.812515735626221,20.961240768432617,20.95849609375,0.0010377594735473394,0.0,389.5,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:17:00.000+08:00,7.58465051651001,20.93613624572754,20.931640625,0.0,nan,389.70001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:18:00.000+08:00,8.007828712463379,20.95792007446289,20.97265625,6.361007108353078E-4,0.0,389.6000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:19:00.000+08:00,7.942724227905273,20.98114013671875,20.931640625,0.010693933814764023,0.0,390.5,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:20:00.000+08:00,7.6172027587890625,20.969881057739258,20.931640625,0.008593512699007988,0.0,390.1000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:21:00.000+08:00,7.7148590087890625,20.98504638671875,20.97265625,0.0030121742747724056,0.0,390.0,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:22:00.000+08:00,7.5195465087890625,20.981081008911133,20.958984375,0.0,nan,389.8999938964844,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:23:00.000+08:00,7.454442024230957,20.88782501220703,21.111328125,0.01785455085337162,0.0,389.20001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:24:00.000+08:00,7.6172027587890625,20.889829635620117,21.0419921875,0.0057085417211055756,0.0,389.20001220703125,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
2026-09-13T00:25:00.000+08:00,7.58465051651001,20.986404418945312,20.986328125,0.010885787196457386,0.0,389.1000061035156,0.0,0.0,2630.10009765625,nan,nan,nan,65536.0
