timestamp,醫療大樓_CH1_冰水流量,醫療大樓_CH1_冰水溫度1,醫療大樓_CH1_冰水溫度2,醫療大樓_CH1_冷卻水流量,醫療大樓_CH1_冷卻水溫度1,醫療大樓_CH1_冷卻水溫度2,醫療大樓_CH1_平均電壓,醫療大樓_CH1_平均電流,醫療大樓_CH1_有效功率,醫療大樓_CH1_功率因數,醫療大樓_CH1_頻率,醫療大樓_CH1_輸出功率千瓦時,醫療大樓_CH1_冰水冷凍噸,醫療大樓_CH1_冰水效率,醫療大樓_CH1_冷卻水冷凍噸,醫療大樓_CH1_冷卻水效率
2026-09-04T00:00:00.000+08:00,3507.952880859375,9.638091087341309,7.091742515563965,2751.4853515625,28.601581573486328,31.722412109375,386.0,198.82699584960938,116.677001953125,0.8790000081062317,60.01499938964844,142316.0,178.51101684570312,0.6481392979621887,168.7039031982422,0.6858170032501221
2026-09-04T00:01:00.000+08:00,3411.9716796875,10.753275871276855,8.2109375,2783.08642578125,28.604434967041016,31.84765625,386.0,198.91799926757812,115.68199920654297,0.8790000081062317,59.9900016784668,142317.796875,174.31968688964844,0.6625757813453674,170.36837768554688,0.67794269323349
2026-09-04T00:02:00.000+08:00,3493.789306640625,10.467608451843262,7.57801628112793,2757.6162109375,28.61449432373047,32.16796875,386.0,225.82400512695312,135.1790008544922,0.8949999809265137,59.970001220703125,142320.0,176.46377563476562,0.656225323677063,170.48583984375,0.6792352795600891
2026-09-04T00:03:00.000+08:00,3580.811767578125,10.164301872253418,7.387260913848877,2752.328125,28.581783294677734,32.16796875,386.20001220703125,217.1179962158203,128.66000366210938,0.8870000243186951,59.97999954223633,142322.09375,182.82742309570312,0.6273676156997681,170.3573455810547,0.6732906103134155
2026-09-04T00:04:00.000+08:00,3542.9521484375,10.1766996383667,7.51551628112793,2750.8974609375,28.383447647094727,32.0,386.29998779296875,206.2010040283203,121.64900207519531,0.8820000290870667,60.029998779296875,142324.09375,178.7175750732422,0.7374764084815979,189.3134002685547,0.6962000727653503
2026-09-04T00:05:00.000+08:00,3687.502197265625,10.334033012390137,7.669596195220947,2770.0859375,28.460424423217773,31.9453125,385.79998779296875,201.53399658203125,118.51000213623047,0.8790000081062317,59.959999084472656,142326.09375,217.0649871826172,0.5740216374397278,213.73313903808594,0.5829699635505676
2026-09-04T00:06:00.000+08:00,3649.549560546875,10.466906547546387,7.763888835906982,2778.406494140625,28.404264450073242,32.22265625,386.29998779296875,201.95199584960938,118.80000305175781,0.8799999952316284,59.970001220703125,142328.09375,201.08985900878906,0.5947589874267578,197.69564819335938,0.6049702763557434
2026-09-04T00:07:00.000+08:00,3630.072265625,10.746058464050293,7.482638835906982,2766.202392578125,28.4298038482666,32.6953125,386.1000061035156,228.22999572753906,136.9290008544922,0.8930000066757202,60.0099983215332,142330.09375,193.24510192871094,0.6080361008644104,199.5413360595703,0.5888504385948181
2026-09-04T00:08:00.000+08:00,3714.992431640625,10.826342582702637,7.3274736404418945,2780.560791015625,28.57435417175293,33.16796875,386.5,252.16299438476562,154.23800659179688,0.9139999747276306,59.97999954223633,142332.703125,194.21221923828125,0.6060380935668945,194.3590545654297,0.60558021068573
2026-09-04T00:09:00.000+08:00,3659.2392578125,10.928400993347168,7.481553554534912,2774.40185546875,28.522260665893555,33.25,386.29998779296875,249.5240020751953,152.9510040283203,0.9150000214576721,59.97999954223633,142335.203125,200.2077178955078,0.6787949800491333,200.70114135742188,0.6474707722663879
2026-09-04T00:10:00.000+08:00,3684.892822265625,10.938158988952637,7.417426109313965,2754.484130859375,28.612943649291992,33.390625,386.3999938964844,252.03599548339844,154.08700561523438,0.9129999876022339,59.959999084472656,142337.703125,237.97523498535156,0.6446049213409424,220.317626953125,0.6962674856185913
2026-09-04T00:11:00.000+08:00,3683.516357421875,10.851481437683105,7.573676109313965,2750.492919921875,28.590341567993164,33.22265625,386.6000061035156,228.28199768066406,138.12399291992188,0.9039999842643738,59.970001220703125,142340.203125,253.3533477783203,0.5979790687561035,247.3415985107422,0.6125132441520691
2026-09-04T00:12:00.000+08:00,3661.830810546875,10.773097038269043,7.576388835906982,2760.3896484375,28.509511947631836,33.140625,386.3999938964844,218.79100036621094,132.01300048828125,0.9010000228881836,60.029998779296875,142342.40625,252.16612243652344,0.6059497594833374,258.93603515625,0.5901070833206177
2026-09-04T00:13:00.000+08:00,3668.904296875,10.735758781433105,7.6399736404418945,2748.1015625,28.547779083251953,32.75,386.6000061035156,217.25799560546875,130.46499633789062,0.8989999890327454,60.0,142344.59375,252.8041229248047,0.5415259599685669,258.8837890625,0.5288087129592896
2026-09-04T00:14:00.000+08:00,3732.42724609375,10.703417778015137,7.763888835906982,2739.503173828125,28.748214721679688,32.6669921875,386.79998779296875,215.26600646972656,129.42599487304688,0.8980000019073486,60.029998779296875,142346.796875,243.9207305908203,0.5370597243309021,251.78997802734375,0.5202748775482178
2026-09-04T00:15:00.000+08:00,3625.354248046875,10.74316692352295,7.544053554534912,2773.46875,28.701045989990234,32.75,386.6000061035156,210.94500732421875,126.37300109863281,0.8949999809265137,60.02000045776367,142348.90625,231.62384033203125,0.5586644411087036,249.0203094482422,0.519636332988739
2026-09-04T00:16:00.000+08:00,3693.06005859375,10.7274808883667,7.356010913848877,2754.504150390625,28.790611267089844,33.2783203125,386.70001220703125,241.6230010986328,147.2570037841797,0.9100000262260437,60.0099983215332,142351.296875,231.25302124023438,0.5552359819412231,231.48268127441406,0.554685115814209
2026-09-04T00:17:00.000+08:00,3641.299560546875,10.752284049987793,7.666341304779053,2782.708251953125,28.880367279052734,33.47265625,386.6000061035156,226.21499633789062,135.76199340820312,0.902999997138977,59.959999084472656,142353.5,214.986083984375,0.5823633074760437,236.9341278076172,0.5284168720245361
2026-09-04T00:18:00.000+08:00,3760.551025390625,10.763949394226074,7.764430999755859,2764.117431640625,29.065404891967773,33.1669921875,386.5,215.75900268554688,129.88099670410156,0.8989999890327454,59.970001220703125,142355.796875,240.89285278320312,0.6056634783744812,222.6356658935547,0.6553307771682739
2026-09-04T00:19:00.000+08:00,3694.1640625,10.758173942565918,7.324760913848877,2755.95751953125,29.122941970825195,33.41796875,386.79998779296875,228.98800659179688,138.593994140625,0.9049999713897705,60.0099983215332,142358.09375,247.11782836914062,0.536990761756897,245.39505004882812,0.5407606959342957
2026-09-04T00:20:00.000+08:00,3738.912353515625,10.761775016784668,7.483180999755859,2762.45703125,29.038555145263672,33.6669921875,387.20001220703125,247.37100219726562,151.6909942626953,0.9139999747276306,59.97999954223633,142360.5,228.6477813720703,0.5615624189376831,228.5888214111328,0.5617072582244873
2026-09-04T00:21:00.000+08:00,3718.3828125,10.71479320526123,7.732096195220947,2759.914306640625,28.995018005371094,33.16796875,386.79998779296875,220.51400756835938,133.12399291992188,0.9020000100135803,60.02000045776367,142362.90625,216.7252655029297,0.6344437599182129,223.1026153564453,0.616308331489563
2026-09-04T00:22:00.000+08:00,3688.44921875,10.804911613464355,7.5774736404418945,2759.551513671875,28.978134155273438,33.1953125,386.79998779296875,212.73399353027344,127.81600189208984,0.8970000147819519,60.02000045776367,142364.90625,251.26873779296875,0.5842350125312805,227.5189971923828,0.6452208757400513
2026-09-04T00:23:00.000+08:00,3643.72265625,10.810893058776855,7.326388835906982,2729.738037109375,29.03657341003418,33.5556640625,386.6000061035156,244.07899475097656,148.94400024414062,0.9110000133514404,59.970001220703125,142367.296875,230.97886657714844,0.5710479021072388,242.63284301757812,0.5436197519302368
2026-09-04T00:24:00.000+08:00,3752.358154296875,10.815417289733887,7.606553554534912,2741.6923828125,29.115873336791992,33.3330078125,386.70001220703125,231.98300170898438,141.00999450683594,0.9070000052452087,59.959999084472656,142369.796875,225.50811767578125,0.5702677369117737,227.00247192382812,0.5665136575698853
2026-09-04T00:25:00.000+08:00,3763.672607421875,10.819964408874512,7.7337236404418945,2744.838623046875,29.00140380859375,33.083984375,386.3999938964844,216.75599670410156,130.88499450683594,0.9010000228881836,59.95000076293945,142372.09375,241.01182556152344,0.6232059597969055,229.67164611816406,0.65397709608078
2026-09-04T00:26:00.000+08:00,3764.13671875,10.813158988952637,7.391058921813965,2754.069091796875,29.032087326049805,33.66796875,386.1000061035156,234.04600524902344,142.67999267578125,0.9049999713897705,59.970001220703125,142374.09375,255.0016326904297,0.5486239194869995,252.75364685058594,0.5535033941268921
2026-09-04T00:27:00.000+08:00,3691.375244140625,10.802454948425293,7.482638835906982,2755.377197265625,29.13875961303711,33.833984375,386.5,251.37899780273438,153.6300048828125,0.9139999747276306,59.970001220703125,142376.59375,232.64476013183594,0.5575023889541626,233.9963836669922,0.5542820692062378
2026-09-04T00:28:00.000+08:00,3682.970458984375,10.816699028015137,7.700303554534912,2759.84814453125,29.143203735351562,33.61328125,386.20001220703125,225.20899963378906,136.24400329589844,0.9039999842643738,59.970001220703125,142379.203125,223.9129180908203,0.6310489177703857,235.36737060546875,0.6003381013870239
