timestamp,門診大樓_AH_1_4冰水流量,門診大樓_AH_1_4溫度1,門診大樓_AH_1_4溫度2,門診大樓_AH_1_4冷凍頓,門診大樓_AH_1_4冰水效率,門診大樓_AH_1_4電壓平均,門診大樓_AH_1_4電流平均,門診大樓_AH_1_4輸出功率,門診大樓_AH_1_4輸出功率千瓦時,門診大樓_AH_1_4 EC_FAN直流電壓,門診大樓_AH_1_4 EC_FAN直流電流,門診大樓_AH_1_4 EC_FAN有效功率,門診大樓_AH_1_4 EC_FAN輸出功率千瓦時
2026-09-04T00:00:00.000+08:00,0.0,21.931214332580566,20.90966796875,0.0,nan,385.79998779296875,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:01:00.000+08:00,0.0,21.95721435546875,20.986328125,0.0,nan,386.5,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:02:00.000+08:00,0.0,21.915233612060547,20.94482421875,0.0,nan,386.20001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:03:00.000+08:00,0.0,21.93252182006836,20.875,0.0,nan,386.20001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:04:00.000+08:00,0.0,21.980451583862305,20.94482421875,0.0,nan,386.29998779296875,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:05:00.000+08:00,0.0,21.986370086669922,20.79150390625,0.0,nan,385.70001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:06:00.000+08:00,0.0,21.883291244506836,20.88916015625,0.0,nan,385.79998779296875,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:07:00.000+08:00,0.0,21.965129852294922,20.88916015625,0.0,nan,386.1000061035156,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:08:00.000+08:00,0.0,21.913938522338867,20.84716796875,0.0,nan,386.5,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:09:00.000+08:00,0.0,21.927865982055664,20.90283203125,0.0,nan,386.8999938964844,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:10:00.000+08:00,0.0,21.9962100982666,20.83349609375,0.0,nan,386.70001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:11:00.000+08:00,0.0,21.9757022857666,20.8056640625,0.0,nan,386.70001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:12:00.000+08:00,0.0,21.931222915649414,20.9306640625,0.0,nan,386.70001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:13:00.000+08:00,0.0,21.956485748291016,20.88916015625,0.0,nan,386.79998779296875,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:14:00.000+08:00,0.0,21.908653259277344,20.875,0.0,nan,386.8999938964844,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:15:00.000+08:00,0.0,21.89054298400879,20.9169921875,0.0,nan,386.79998779296875,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:16:00.000+08:00,0.0,21.880050659179688,20.84716796875,0.0,nan,387.0,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:17:00.000+08:00,0.0,21.879474639892578,21.111328125,0.0,nan,386.8999938964844,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:18:00.000+08:00,0.0,21.983850479125977,20.9306640625,0.0,nan,387.0,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
2026-09-04T00:19:00.000+08:00,0.0,21.999113082885742,20.875,0.0,nan,387.20001220703125,0.0,0.0,1161.300048828125,nan,nan,nan,65536.0
