timestamp,門診大樓_AH_2_2冰水流量,門診大樓_AH_2_2溫度1,門診大樓_AH_2_2溫度2,門診大樓_AH_2_2冷凍頓,門診大樓_AH_2_2冰水效率,門診大樓_AH_2_2電壓平均,門診大樓_AH_2_2電流平均,門診大樓_AH_2_2輸出功率,門診大樓_AH_2_2輸出功率千瓦時,門診大樓_AH_2_2_1 EC_FAN直流電壓,門診大樓_AH_2_2_1 EC_FAN直流電流,門診大樓_AH_2_2_1 EC_FAN有效功率,門診大樓_AH_2_2_1 EC_FAN輸出功率千瓦時,門診大樓_AH_2_2_2 EC_FAN直流電壓,門診大樓_AH_2_2_2 EC_FAN直流電流,門診大樓_AH_2_2_2 EC_FAN有效功率,門診大樓_AH_2_2_2 EC_FAN輸出功率千瓦時
2026-09-10T00:00:00.000+08:00,0.0,11.581939697265625,10.5556640625,0.0,nan,387.29998779296875,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:01:00.000+08:00,0.0,11.671638488769531,10.548828125,0.0,nan,387.1000061035156,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:02:00.000+08:00,0.0,11.667625427246094,10.5556640625,0.0,nan,387.3999938964844,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:03:00.000+08:00,0.0,11.682197570800781,10.5283203125,0.0,nan,386.79998779296875,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:04:00.000+08:00,0.0,11.676204681396484,10.507080078125,0.0,nan,387.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:05:00.000+08:00,0.0,11.630622863769531,10.6181640625,0.0,nan,387.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:06:00.000+08:00,0.0,11.647151947021484,10.597412109375,0.0,nan,387.1000061035156,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:07:00.000+08:00,0.0,11.656749725341797,10.611328125,0.0,nan,387.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:08:00.000+08:00,0.0,11.72653579711914,10.6044921875,0.0,nan,387.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:09:00.000+08:00,0.0,11.697463989257812,10.6533203125,0.0,nan,387.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:10:00.000+08:00,0.0,11.696464538574219,10.6669921875,0.0,nan,386.79998779296875,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:11:00.000+08:00,0.0,11.778491973876953,10.66015625,0.0,nan,386.70001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:12:00.000+08:00,0.0,11.70705795288086,10.666748046875,0.0,nan,386.6000061035156,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:13:00.000+08:00,0.0,11.798347473144531,10.673583984375,0.0,nan,386.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:14:00.000+08:00,0.0,11.77716064453125,10.673583984375,0.0,nan,386.5,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:15:00.000+08:00,0.0,11.788753509521484,10.66015625,0.0,nan,386.79998779296875,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:16:00.000+08:00,0.0,11.838714599609375,10.6875,0.0,nan,386.79998779296875,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:17:00.000+08:00,0.0,11.778526306152344,10.701416015625,0.0,nan,387.0,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:18:00.000+08:00,0.0,11.801361083984375,10.7431640625,0.0,nan,387.20001220703125,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:19:00.000+08:00,0.0,11.83707046508789,10.72265625,0.0,nan,387.3999938964844,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-10T00:20:00.000+08:00,0.0,11.841354370117188,10.694580078125,0.0,nan,387.5,0.0,0.0,1240.4000244140625,nan,nan,nan,65536.0,nan,nan,nan,65536.0
