timestamp,門診大樓_AH_2_2冰水流量,門診大樓_AH_2_2溫度1,門診大樓_AH_2_2溫度2,門診大樓_AH_2_2冷凍頓,門診大樓_AH_2_2冰水效率,門診大樓_AH_2_2電壓平均,門診大樓_AH_2_2電流平均,門診大樓_AH_2_2輸出功率,門診大樓_AH_2_2輸出功率千瓦時,門診大樓_AH_2_2_1 EC_FAN直流電壓,門診大樓_AH_2_2_1 EC_FAN直流電流,門診大樓_AH_2_2_1 EC_FAN有效功率,門診大樓_AH_2_2_1 EC_FAN輸出功率千瓦時,門診大樓_AH_2_2_2 EC_FAN直流電壓,門診大樓_AH_2_2_2 EC_FAN直流電流,門診大樓_AH_2_2_2 EC_FAN有效功率,門診大樓_AH_2_2_2 EC_FAN輸出功率千瓦時
2026-09-14T00:00:00.000+08:00,0.0,21.56714916229248,21.083984375,0.0,nan,386.20001220703125,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:01:00.000+08:00,0.0,21.59041976928711,21.083984375,0.0,nan,386.20001220703125,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:02:00.000+08:00,0.0,21.694143295288086,21.02783203125,0.0,nan,385.8999938964844,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:03:00.000+08:00,0.0,21.55914306640625,21.056640625,0.0,nan,386.0,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:04:00.000+08:00,0.0,21.718698501586914,21.09716796875,0.0,nan,385.79998779296875,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:05:00.000+08:00,0.0,21.713396072387695,21.056640625,0.0,nan,385.8999938964844,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:06:00.000+08:00,0.0,21.73069953918457,21.06982421875,0.0,nan,386.0,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:07:00.000+08:00,0.0,21.70679473876953,21.06982421875,0.0,nan,385.8999938964844,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:08:00.000+08:00,0.0,21.724748611450195,21.0,0.0,nan,385.8999938964844,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:09:00.000+08:00,0.0,21.726715087890625,21.0419921875,0.0,nan,385.79998779296875,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:10:00.000+08:00,0.0,21.704792022705078,21.083984375,0.0,nan,385.8999938964844,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:11:00.000+08:00,0.0,21.71535873413086,21.111328125,0.0,nan,385.79998779296875,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:12:00.000+08:00,0.0,21.71541976928711,21.111328125,0.0,nan,385.79998779296875,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:13:00.000+08:00,0.0,21.713396072387695,21.08349609375,0.0,nan,385.70001220703125,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:14:00.000+08:00,0.0,21.735336303710938,21.083984375,0.0,nan,385.29998779296875,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:15:00.000+08:00,0.0,21.603675842285156,21.0703125,0.0,nan,385.1000061035156,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:16:00.000+08:00,0.0,21.735944747924805,21.04150390625,0.0,nan,385.5,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:17:00.000+08:00,0.0,21.728031158447266,21.06982421875,0.0,nan,385.5,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:18:00.000+08:00,0.0,21.743253707885742,21.0703125,0.0,nan,385.20001220703125,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-14T00:19:00.000+08:00,0.0,21.733312606811523,21.056640625,0.0,nan,385.29998779296875,0.0,0.0,1316.800048828125,nan,nan,nan,65536.0,nan,nan,nan,65536.0
