timestamp,門診大樓_AH_1_4冰水流量,門診大樓_AH_1_4溫度1,門診大樓_AH_1_4溫度2,門診大樓_AH_1_4冷凍頓,門診大樓_AH_1_4冰水效率,門診大樓_AH_1_4電壓平均,門診大樓_AH_1_4電流平均,門診大樓_AH_1_4輸出功率,門診大樓_AH_1_4輸出功率千瓦時,門診大樓_AH_1_4 EC_FAN直流電壓,門診大樓_AH_1_4 EC_FAN直流電流,門診大樓_AH_1_4 EC_FAN有效功率,門診大樓_AH_1_4 EC_FAN輸出功率千瓦時
2026-09-06T00:00:00.000+08:00,0.0,22.935755729675293,22.09033203125,0.0,nan,385.3000030517578,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:01:00.000+08:00,0.0,22.995014190673828,22.01416015625,0.0,nan,385.3999938964844,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:02:00.000+08:00,0.0,22.883237838745117,22.1806640625,0.0,nan,385.5,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:03:00.000+08:00,0.0,22.875259399414062,22.125,0.0,nan,385.6000061035156,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:04:00.000+08:00,0.0,22.987035751342773,22.04150390625,0.0,nan,385.6000061035156,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:05:00.000+08:00,0.0,22.97435760498047,22.02783203125,0.0,nan,385.6000061035156,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:06:00.000+08:00,0.0,22.877321243286133,22.1669921875,0.0,nan,386.29998779296875,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:07:00.000+08:00,0.0,22.889997482299805,22.1806640625,0.0,nan,385.79998779296875,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:08:00.000+08:00,0.0,22.88530158996582,22.13916015625,0.0,nan,385.8999938964844,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:09:00.000+08:00,0.0,22.98371124267578,22.09716796875,0.0,nan,385.5,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:10:00.000+08:00,0.0,22.88337516784668,22.1806640625,0.0,nan,386.0,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:11:00.000+08:00,0.0,22.991710662841797,22.09716796875,0.0,nan,385.8999938964844,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:12:00.000+08:00,0.0,22.87938690185547,22.22216796875,0.0,nan,386.0,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:13:00.000+08:00,0.0,22.888051986694336,22.1806640625,0.0,nan,385.8999938964844,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:14:00.000+08:00,0.0,22.98440170288086,22.04150390625,0.0,nan,385.79998779296875,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:15:00.000+08:00,0.0,22.9809627532959,22.111328125,0.0,nan,386.29998779296875,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:16:00.000+08:00,0.0,22.991573333740234,22.08349609375,0.0,nan,386.20001220703125,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:17:00.000+08:00,0.0,22.99515151977539,22.09716796875,0.0,nan,386.29998779296875,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:18:00.000+08:00,0.0,22.88722801208496,22.236328125,0.0,nan,386.29998779296875,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:19:00.000+08:00,0.0,22.889997482299805,22.15283203125,0.0,nan,386.6000061035156,0.0,0.0,1182.0,nan,nan,nan,65536.0
2026-09-06T00:20:00.000+08:00,0.0,22.995563507080078,22.01416015625,0.0,nan,386.1000061035156,0.0,0.0,1182.0,nan,nan,nan,65536.0
