timestamp,門診大樓_AH_3_2冰水流量,門診大樓_AH_3_2溫度1,門診大樓_AH_3_2溫度2,門診大樓_AH_3_2冷凍頓,門診大樓_AH_3_2冰水效率,門診大樓_AH_3_2電壓平均,門診大樓_AH_3_2電流平均,門診大樓_AH_3_2輸出功率,門診大樓_AH_3_2輸出功率千瓦時,門診大樓_AH_3_2_1 EC_FAN直流電壓,門診大樓_AH_3_2_1 EC_FAN直流電流,門診大樓_AH_3_2_1 EC_FAN有效功率,門診大樓_AH_3_2_1 EC_FAN輸出功率千瓦時,門診大樓_AH_3_2_2 EC_FAN直流電壓,門診大樓_AH_3_2_2 EC_FAN直流電流,門診大樓_AH_3_2_2 EC_FAN有效功率,門診大樓_AH_3_2_2 EC_FAN輸出功率千瓦時,門診大樓_AH_3_2_3 EC_FAN直流電壓,門診大樓_AH_3_2_3 EC_FAN直流電流,門診大樓_AH_3_2_3 EC_FAN有效功率,門診大樓_AH_3_2_3 EC_FAN輸出功率千瓦時
2026-09-06T00:00:00.000+08:00,0.0,16.782084465026855,18.2294921875,0.0,nan,385.90000915527344,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:01:00.000+08:00,0.0,16.78914451599121,18.125,0.0,nan,386.20001220703125,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:02:00.000+08:00,0.0,16.78462791442871,18.15283203125,0.0,nan,386.29998779296875,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:03:00.000+08:00,0.0,16.800447463989258,18.15283203125,0.0,nan,386.3999938964844,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:04:00.000+08:00,0.0,16.81232452392578,18.1953125,0.0,nan,386.3999938964844,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:05:00.000+08:00,0.0,16.79874038696289,18.236328125,0.0,nan,386.20001220703125,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:06:00.000+08:00,0.0,16.798782348632812,18.19482421875,0.0,nan,387.0,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:07:00.000+08:00,0.0,16.7965030670166,18.20849609375,0.0,nan,386.3999938964844,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:08:00.000+08:00,0.0,16.806121826171875,18.20849609375,0.0,nan,386.29998779296875,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
2026-09-06T00:09:00.000+08:00,0.0,16.971242904663086,18.1953125,0.0,nan,386.29998779296875,0.0,0.0,1787.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0,nan,nan,nan,65536.0
